x,y,z
28.998317418262822,4.970843856927428,5.9704384704889035
28.17076878286097,6.396623752574124,6.272464240213211
28.319397341496057,6.535868657435178,6.297568621222737
28.572206873841488,6.86090208188764,6.349451283904909
28.58720871291525,6.86780032908069,6.350342707101381
28.571760674911463,6.779430365665879,6.334659418731779
28.55476908028144,6.642257955528595,6.3099132105547096
28.538471918886614,6.408920790426015,6.2667172264014095
28.537212812403567,6.264325990577997,6.239824011682556
28.558983973848285,5.936794767686125,6.177766031314092
28.62295750864527,5.553408535428496,6.1041112344578785
28.672222062711874,5.358300706513766,6.065550551554036
28.774826650560414,5.074678235643561,6.006978789570807
28.989414624764812,4.675296723090524,5.916833338390959
29.12979098077447,4.461878329555986,5.866686241338218
29.502638299412986,4.070548734060323,5.7888804378735506
29.83999346474487,3.7990897411555964,5.755493808597541
30.090716632187473,3.665670826975947,5.741671313254538
30.666947447288045,3.4423522401136983,5.7124469406792375
31.07047819950218,3.368159754512482,5.686423347177348
31.266100895631176,3.35491749527663,5.67225547627977
31.60580804727335,3.3672303068890357,5.645504044233277
31.803990288999806,3.3939564565307188,5.628658606766215
32.194405527499505,3.490402188839398,5.5925643279262385
32.45511761197714,3.588640470395789,5.573030961263227
32.727897565149014,3.7296782719439308,5.562398984341173
33.05341069969915,3.9297424202654887,5.579597603939744
33.35738665581644,4.173384251902107,5.604903428812225
33.602031885332366,4.420828599288962,5.63121676443046
33.85423730515844,4.765039881853019,5.688098944972199
34.08104853840182,5.183410073907636,5.754346160185496
34.44085157361958,6.36574811542021,5.902664435542646
30.66177508639014,12.66182126238104,6.642341922386815
30.68769858743111,12.673744555212476,6.6387913648333425
30.961441029026012,12.60462267270467,6.610678801139128
31.165068547615608,12.529801884550425,6.593250017849873
31.223588655689248,12.520126996625537,6.587187172690466
31.19812749994237,12.605927355503086,6.5833859244117505
31.111543454351242,12.785320738740054,6.580218542379219
30.961447545546605,13.154547404067406,6.571903157585949
30.882538806559484,13.413008748096718,6.564364237034626
30.750624393422335,13.965797443671326,6.586188299226285
30.67183053674709,14.54435938195875,6.611434339522619
30.68146261628729,14.837881244227102,6.6522070369968915
30.748242429886055,15.308545184810304,6.722330126160197
30.807426201353383,15.54339634919052,6.759905356778359
31.06536205712238,16.188707623101045,6.864622383092789
31.172262600986386,16.412956156767724,6.862297317925981
31.469657811636516,16.920631189555042,6.7886629094377
31.734232483873,17.199080858044773,6.760764027845333
32.1235304458344,17.497619680903355,6.74625392658352
32.36052935054174,17.643348896140033,6.746366956932195
33.01950302551258,17.926846724648062,6.773833478934445
40.58279129708693,12.385564450444758,6.148339329269178
40.6115569356421,12.319345536705807,6.127066903295665
40.572923527843734,12.401592264859747,6.15026882844441
40.525371432419504,12.500327233179025,6.189174530280665
40.489638289619236,12.538225656210809,6.202336192216089
40.483800694228556,12.512164569654917,6.1914492146377835
40.50767950294823,12.442173951196082,6.163135947458055
40.57767416875536,12.326626402131039,6.128490024690153
40.629576455639935,12.245373245573814,6.1106496981028
40.694497099426975,12.156020109708729,6.093777568350099
40.81413348595985,12.048922241971153,6.077886225234998
40.969555087133955,11.931548403131465,6.0584915192502775
41.147632877333315,11.82392875622472,6.056059702128867
41.66021332151888,11.60313665378742,6.084633898285665
42.55691327880172,11.41272151173597,6.1173770259056175
43.726083980373645,11.38858496709101,6.157292079926491
44.190715783373086,11.467600706627689,6.169568189690812
44.428141206055315,11.540304784123396,6.175937327596426
44.86296713501681,11.745845014454305,6.188524701469698
45.034522235015814,11.852733159815276,6.1881824795080025
45.387489473258235,12.086553150531927,6.217641405247887
45.531195169466216,12.203343324803473,6.228584590013628
45.88682871043774,12.524548303221023,6.2606437588684845
46.054192056169065,12.729057639359024,6.310653594954189
46.334004873602716,13.185334719278757,6.421813764274842
46.42849986769849,13.382343052225007,6.470934951425294
46.66309403424994,14.114670941965983,6.648157498284684
43.7542734424577,19.54541999448473,7.4855408051701975
43.64524384220072,19.589088455288167,7.498435011252253
43.63857777251769,19.594000260085675,7.498527201485663
43.616341207892816,19.61306655901923,7.50140559085406
43.5453471295457,19.680992158031696,7.512839821259087
43.44110591832902,19.79710561499419,7.529702564198132
43.31546172519417,19.965927422032248,7.552768196848012
43.10491251783285,20.377690045366602,7.564521817729407
42.886916376726035,21.103606773341244,7.436942742665461
42.768906733582256,21.83681850709262,7.271730280537987
42.64472651965589,22.376280551496965,7.219811501248634
42.66186674609767,22.68899463329664,7.195945357592772
42.71865648746097,23.227552214446565,7.233445539448681
42.8379699619866,23.699851191040477,7.300026679954631
43.04606132551773,24.204882474630526,7.388174828301497
43.184208618514255,24.45269276248417,7.421487563492734
