v,w
0.00010685005205097008,0.6249006025125269
0.40592727389644423,-0.33766173613205114
0.36611525838100306,-0.3219483212559552
0.0045096785555939324,1.0069071458213354
0.012564913640664888,1.0316056007566168
0.003494984503968722,1.024902106609005
0.0005311576846434049,1.0209099908222914
0.0004796218214076268,1.0107237266387559
0.007718819705377189,0.9904925213740369
0.033379013959124695,0.9484758994571278
0.060068497481204984,0.915984456992019
0.10445893305941369,0.8621444977247492
0.1753680235625642,0.7774214261459299
0.22548085500110254,0.7112418809883452
0.2616855194553949,0.6542447563140005
0.30499097889089277,0.5636971831754338
0.3113740753808,0.5089202933013448
0.3228662337777258,0.44130988946294164
0.06425993604819254,-1.0733283853297602
0.08066292016226062,-1.0935479572805789
0.04064962355956252,-1.0794694109921503
0.012358422351303048,-1.052719871183994
2.7871956354671316e-05,-1.0025704038467003
0.01814277417912937,-0.9274434591996137
0.06382513037967837,-0.837666125855093
0.12179039615486908,-0.7410823578247612
0.2035466756036146,-0.6217246923116309
0.3769243793930682,-0.3585220592965069
0.08119424228480171,0.7777870794677701
0.11135146687700333,0.7756307311416151
0.12563317997769338,0.7390862914281716
0.1365294520258245,0.7053388624279333
0.2203867523653332,0.6152623453336685
0.23956144686129152,0.5438924996355439
0.4517600468766155,-0.12121314853490682
0.11257476321682554,-0.7293334370263688
0.2634701778727223,-0.5353726916267818
0.41485523269701957,0.2655990981629938
0.34676837594808096,0.3872574418122138
0.38347163301724346,-0.279179708587816
0.025721405247519865,0.882081127463713
0.04854974217428308,0.8582768783111128
0.08872516107689167,0.804546715230386
0.14100682699302608,0.7337346133031378
0.18648722179204968,0.660951119625922
0.273261801841084,0.5405136231071961
0.2734641192630433,0.47851980329176763
0.22746363976769776,-0.5893276883433165
0.20640118889259768,-0.6203721291947164
0.27035257715703664,-0.5406461472617272
0.35207258501581795,-0.38372382715298153
0.29885132401498404,0.4728552495157847
0.33436498544506865,0.40661260275276573
0.43839605210462396,-0.2112951105982847
0.0014667558376212713,0.9452936664220086
0.00105470279316267,0.954020816064911
0.07491187188016059,0.8572227149507603
0.15593765698830372,0.7739400363014451
0.20854402637776848,0.7137664924198699
0.25156329860267407,0.6523499972993168
0.28901719365214884,0.5842794436278094
0.30528154396214796,0.5219129050748532
0.29872753374263133,0.47701394537507624
0.0017317714847743652,-0.9479118502184866
7.067016166260683e-06,-0.954422079909294
0.06570250544622812,-0.8167282759730472
0.13195057535625127,-0.6998640080423031
0.2577518704225744,-0.5493403000059248
0.36538969750393147,-0.34846878625066074
0.4343224694526473,-0.19627945479013292
0.0003773854170210343,0.9741780846851096
0.0016765398407067268,0.9823240596584137
0.005025636317986878,0.9172493829192424
0.0615304457507739,0.8111902116533222
0.09491072458791588,0.7418934676691495
0.29676614294214443,0.48074913339697467
2.9093212100239553e-05,-0.9756397430541418
0.00024213328725477247,-0.9914688613935339
0.0078539960781654,-0.9473835962345853
0.03295829735866285,-0.8951674775105833
0.07036370505985003,-0.8352183079060171
0.10944422432326771,-0.7753446618305319
0.1592562706213998,-0.6944592174462514
0.23386375276564192,-0.593485735901366
0.3226946958396567,-0.46812006913366566
0.41444337880339277,-0.25279409239447254
0.16819495501571444,0.6624025816224302
0.19959447876757863,0.6312405051675325
0.28697799793402223,0.5016155100133476
0.4303266857369547,0.2558155316881631
0.0180604553307067,-1.035665399936495
0.03975186438272545,-1.0581680262898099
0.00929148452630177,-1.0178374500054646
4.66162550490511e-05,-0.9742282560824878
0.009581104916900637,-0.9096554436153623
0.1123625243240395,-0.7556263878485596
0.16008141632245856,-0.6673267297743468
0.4780605676636039,-0.04524987737862013
0.0159302559849949,0.8946888597726054
0.03585982266512287,0.8758688859814299
0.08561151756512982,0.8115529151284453
0.12110869289136668,0.7653117571732668
0.16518732794336338,0.7036461883881893
