x,y,z
28.994128404464846,4.972430928850967,5.9723856017192185
28.931998789817488,4.941858696637418,5.970897514441887
28.817146085347684,4.8509311584110435,5.96265863382312
28.72275103933352,4.738797300247756,5.948126648775379
28.574160477627295,4.04615728945919,5.854079555817576
28.574041631005606,3.9973374946829687,5.850760837697316
28.60181846536036,3.941309843502058,5.847535511081605
28.647662060220664,3.8914899406391292,5.84388243547694
28.711013741240265,3.841538023784006,5.837809053822217
28.851253511210977,3.7788072078215906,5.825632383753851
28.98864125767084,3.757909382767526,5.8168097478388
29.257086894718242,3.7624646717666876,5.801340476498046
29.52779371617792,3.820009740546508,5.784863732889366
29.75288871905753,3.9913011176646926,5.769233134322851
29.79148629598876,4.074410328631578,5.768699988029736
29.81186989925045,4.093045497735633,5.766277717031758
29.835792864247377,4.078472878739286,5.762071182449633
29.864388363464336,4.050227893519445,5.7576015648711145
29.922394780968308,3.957091223836232,5.7493078665277855
29.98402953264864,3.870954473832673,5.743013852005815
30.072811806226845,3.8097061020509373,5.737406560686603
30.15048840221878,3.7722823592838415,5.73173038297257
30.316985343628716,3.7249990175801804,5.720441784775419
30.498431998562573,3.692667104691272,5.708609270906992
30.73483936612801,3.6760481890857855,5.691681503956337
31.066915374291607,3.6945665103490795,5.665116676601163
31.49480037096483,3.774254120794705,5.627511885433071
32.02714061573991,3.9007823711227694,5.5908289857590034
32.44899315642223,4.01941263066381,5.5686919517263975
32.75071196390164,4.08593394519369,5.566903530588677
32.84091480711444,4.105002690927114,5.568998665422254
33.18546735359802,4.148957429896443,5.587985992622268
33.57711554676878,4.17488702289513,5.608929092459805
33.6975330786933,4.177654381674285,5.614767123953529
34.09861918671277,4.16738608710981,5.634634036113761
34.34231312607032,4.150913676598894,5.644965802258221
34.63006903774241,4.128674741683783,5.657512534846615
35.14129149128526,4.086208646998065,5.6807196122897565
35.68946117753707,4.046199962227908,5.7059013763336495
36.30837703153903,4.022211877485029,5.729342175888821
36.72286721135342,4.0159461146488145,5.761846280497705
37.02776696049578,4.0143295348671755,5.799455953601824
37.34151441176915,4.016267194324396,5.849332497324555
37.679561911244214,4.0249438404571745,5.904437428621736
38.03459807602823,4.0372353471713485,5.96240847777033
38.326414867192725,4.04762878667772,6.010170797578143
38.61913509409228,4.055962733758273,6.058057780574296
38.95774717818457,4.062930725341212,6.113369767389802
39.24858734925046,4.0664695873644465,6.160916824074638
39.64234379403896,4.067680513121307,6.225288670700781
40.00488823159712,4.065862938083249,6.2844762282341184
40.450510342473734,4.06779738646612,6.349290950741085
40.878554695222086,4.074124805169793,6.404834998295458
41.289494433075006,4.065527684305627,6.458743574923142
41.555999432949285,4.064533171264013,6.496376011683059
42.14193606179898,4.062440942718453,6.579351864182977
42.43313854046134,4.06063084572624,6.620586798757545
42.79233590283372,4.064062917083985,6.671470137493889
43.12431155778353,4.079580724758614,6.718652777864095
43.43487868033741,4.118542624448259,6.761648264662801
43.6827966200636,4.175902149027606,6.795227974854379
43.77302355251642,4.206079565980346,6.807091387794037
43.9275303230465,4.276312613951819,6.824647596037695
44.09623221995285,4.373659205532828,6.84023146912872
44.17764573627791,4.429062712852416,6.843837799955227
44.330513007359464,4.561995269521242,6.842261093609109
44.45238216987072,4.694955931689695,6.835491352509751
44.60174954384634,4.906381435229812,6.8125827186784935
44.69025616779892,5.061033129081355,6.792756938165608
44.741207604614196,5.1636421120609,6.778589133623908
44.85193654885826,5.464598110354247,6.73252854247059
44.908676268210066,5.670324966597607,6.699566135800917
44.94910572514279,5.877029205173978,6.665532464826025
44.98232093829169,6.133067334984487,6.622109631594992
45.002698665631314,6.418818791350768,6.573137658675309
45.01230173483178,6.749128108150742,6.515948057089025
45.017472988253004,7.041099464887408,6.464913600555936
45.02139974180455,7.155917659997226,6.44519231095006
45.05803088686437,7.531744519591659,6.382714152881691
45.07881948984359,7.645659191826818,6.364621460995918
45.13404153665249,7.8312480694916315,6.3368908427924024
45.17669220598991,7.922721317553656,6.325568417673393
45.25203922297068,8.051393918054861,6.31211561967047
45.30561464301403,8.128438741340135,6.305561788520362
45.407149127217124,8.249094361619033,6.303952023979281
45.512712775282196,8.330050202599582,6.306797202796987
45.58444426867841,8.372529467528064,6.309180846708637
45.727341581113826,8.436246566901648,6.314275709516436
45.829355220173525,8.470231089677489,6.319013736283536
46.02243812464438,8.508133642304276,6.329667209278833
46.24749950140477,8.521586790567593,6.342898843275139
46.512685865039046,8.505769992213393,6.3590423819937545
46.74107275084762,8.473173710049021,6.373338866455761
47.06093656963107,8.40731287882608,6.395829091610161
47.3106765709626,8.346878898170552,6.413416161158655
47.61738201446856,8.2709841505681,6.43735114175545
47.97854449636142,8.188976053485698,6.466548141808984
48.074409327518225,8.169096639390254,6.474446279484423
48.37671037913838,8.117182114469253,6.495624984304513
48.64161524861836,8.084467678665984,6.509992018853268
48.864302241396594,8.0623091896681,6.518606009795079
49.144283384383236,8.049664287805845,6.524512697988581
49.43152713410345,8.039209791182234,6.5271012156764385
49.553710082944114,8.040345172226782,6.5306006781520765
49.891859139038374,8.053629597509943,6.538187216047194
50.20982382819197,8.073088792300682,6.5451722147256985
50.4565719626188,8.090104839457254,6.5503255165236896
50.77294268202833,8.112885008612297,6.556794447432014
51.07155491067165,8.133176458418308,6.56344192631502
51.31763663281195,8.148384217399002,6.568894317501365
51.535924416220894,8.160798053006403,6.573759095700517
51.7804054327857,8.172246874834661,6.579587129671874
52.06964757404851,8.18265216829272,6.5866315548551935
52.30982452305905,8.187874916995746,6.5931661992039405
52.63851958385392,8.185753006277967,6.606970551984565
52.88784770701801,8.181709431731077,6.612306307144474
53.277794108403306,8.165465689908704,6.621699517787444
53.59026176110285,8.155009979062648,6.627407169403933
53.83879761931969,8.146511271284172,6.63287013200997
53.96196181111865,8.143015941179574,6.636186527179078
54.36071508537746,8.131149304976178,6.644043702582775
